entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id	
4454	Human	Endothelial cells	"FLT1, CLDN5"				Tissues	Human brain	Alzheimer's disease (AD)	31042697	20	Nature	42.78	Extended Data Fig. 3	Single-cell transcriptomic analysis of Alzheimer¡¯s disease	Hansruedi Mathys	2019.5		
4455	Human	Pericytes	AMBP				Tissues	Human brain	Alzheimer's disease (AD)	31042697	20	Nature	42.78	Extended Data Fig. 3	Single-cell transcriptomic analysis of Alzheimer¡¯s disease	Hansruedi Mathys	2019.5		
4456	Human	Neurons	"SYT1, SNAP25, GRIN1"				Tissues	Human brain	Alzheimer's disease (AD)	31042697	20	Nature	42.78	Extended Data Fig. 3	Single-cell transcriptomic analysis of Alzheimer¡¯s disease	Hansruedi Mathys	2019.5		
4457	Human	Oligodendrocyte precursor cells (OPCs)	"PDGFRA, VCAN, CSPG4"				Tissues	Human brain	Alzheimer's disease (AD)	31042697	20	Nature	42.78	Extended Data Fig. 3	Single-cell transcriptomic analysis of Alzheimer¡¯s disease	Hansruedi Mathys	2019.5		
4525	Human	Proximal tubular (PT) cells	"SLC13A3, SLC34A1, GPX3, DCXR"				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4526	Human	Proximal tubular (PT) cells					Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4527	Human	Proximal tubular (PT) cells					Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4528	Human	Glomerular parietal Epithelial cells	"KRT8, KRT18, CD24, VCAM1"				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4529	Human	Monocytes	"LYZ, CD14"				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4530	Human	Natural killer (NK) cells	"GNLY, NKG7"				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4531	Human	T cells	"CD3D, CD3E, IL7R"				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4532	Human	B cells	"CD79A, CD79B"				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4533	Human	Distal tubule	UMOD				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4534	Human	Distal tubule					Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4535	Human	Collecting duct	Collecting duct				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4536	Human	Collecting duct principal cells	AQP2				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4537	Human	Collecting duct intercalated cells	"ATP6V1G3, ATP6V0D2, TMEM213"				Tissues	Kidney	Normal	31896769	13	Sci Data	5.54	Online-only Table 1	Single-cell RNA sequencing of Human kidney	Jinling Liao	2020.2	GSE131685	
4538	Human	Type1 & Type2 alveolar cells	"AGER, SFTPC, SLPI, EPCAM"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4539	Human	B cells	"CD19, CD79A, MS4A1"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4540	Human	Ciliated cells	"EPCAM, PIFO, FOXJ1"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4541	Human	plasmacytoid Dentritic cells (pDC)	"IL3RA, CLEC4C"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4542	Human	cDC1	"CLEC9A, XCR1"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4543	Human	cDC2	"CD1C, CLEC10A"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4544	Human	activated Dendritic cells	CCR7				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4545	Human	Fibroblasts	"PDGFRA, VCAN"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4546	Human	Vessels	"PECAM1, VWF, CCL21"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4547	Human	Macrophages	"APOE, CD5L, MARCO"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4548	Human	Plasma cells	"SDC1, SBP1, JCHAIN"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4549	Human	Dividing cells	"MKI67, CDK1"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4550	Human	Mast cells 	TPSB2				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4551	Human	Monocytes	"CD14, VCAN, FCN1"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4552	Human	Muscle cells	"ACTA2, TAGLN"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4553	Human	Natural killer (NK) cells	"NCR1, NCAM1, CD160"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4554	Human	T cells	"CD3E, CD4, CD8A"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4555	Human	Cytotoxic CD8 T cells	"GZMB, GNLY, PRF1"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4556	Human	regulatory T cells (Tregs)	"FOXP3, IL2RA"				Tissues	Lung	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4557	Human	Immune cells	PTPRC				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4558	Human	Monocytes	"CD14, VCAN, FCN1"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4559	Human	Macrophages	"APOE, CD5L"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4560	Human	plasmacytoid Dentritic cells (pDC)	"IL3RA, CLEC4C"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4561	Human	cDC1	"CLEC9A, XCR1"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4562	Human	cDC2	"CD1C, CLEC10A"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4563	Human	CD34 progenitors	"CD34, PROM1, HOXA9"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4564	Human	Platelets	"GP9, PF4"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4565	Human	Mantle B cells	"CD27, TNFRSF13B"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4566	Human	follicular B cells	"IGHD, FCER2, TCL1A, YBX3, IL4R"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4567	Human	Somatic hypermutation B cells	AICDA				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4568	Human	Plasma cells	"SDC1, SBP1, JCHAIN, IGHM, IGHG1"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4569	Human	B cells	"CD19, CD79A, MS4A1"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4570	Human	Dividing cells	"MKI67, CDK1, TUBB, H2AFZ"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4571	Human	CD4_CD8 T cells	"CD3E, CD4, CD8A"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4572	Human	Cytotoxic CD8 T cells	"GZMB, GNLY, PRF1"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4573	Human	gamma delta T cells	"FCGR3A, TRGV2"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4574	Human	MAIT-like cells	"SLC4A10, KLRB1"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4575	Human	naive T cells	LEF1				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4576	Human	activated Dendritic cells	CCR7				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4577	Human	regulatory T cells (Tregs)	"FOXP3, IL2RA"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4578	Human	Tfh	"CXCR5, ICOS, PDCD1"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4579	Human	Innate lymphoid cells (ILCs)	"IL7R, AREG, KLRB1, TNFSF13B"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4580	Human	Natural killer (NK) cells	"NCR1, NCAM1, CD160, FCGR3A"				Tissues	Spleens	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4581	Human	Epithelial cells					Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4582	Human	Dividing cells	MKI67				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4583	Human	Stratified keratinocytes	KRT4				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4584	Human	Gland ducts	"KRT7, KRT23"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4585	Human	Glands	"TFF3, MUC5B"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4586	Human	Stroma	"DCN, COL1A2, FBLN1"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4587	Human	Endothelial cells	"PECAM1, CLEC14A"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4588	Human	Vessels	"VWF, CCL21"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4589	Human	Immune cells	PTPRC				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4590	Human	T cells	"CD3E, CD4, CD8A"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4591	Human	Monocytes	"CD14, VCAN, FCN1"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4592	Human	Macrophages	APOE				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4593	Human	cDC2	"CD1C, CLEC10A"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4594	Human	Mast cells 	TPSB2				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4595	Human	B cells	"CD19, CD79A, CD27, TNFRSF13B, IGHD, FCER2, TCL1A"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4596	Human	Cytotoxic CD8 T cells	"GZMB, GNLY, PRF1"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4597	Human	Natural killer (NK) cells	"NCR1, NCAM1"				Tissues	"Esophagus, "	Normal	31892341	60	Genome Biol	10.81	Additional file 1	"scRNA-seq assessment of the Human lung, spleen, and esophagus tissue stability after cold preservation "	E Madissoon	2019.12	PRJEB31843	
4628	Human	regulatory T cells (Tregs)	"Klrg1, Nfil3"				Tissues	Spleen	Normal	31924477	1	Immunity	15.06	"we used our scRNA-seq data for Klrg1-Nfil3(GFP)-, Klrg1-Nfil3(GFP)+, and Klrg1+Nfil3(GFP)+ Treg cells fromspleens and computed UMAP-based analysis"	Precursors for Nonlymphoid-Tissue Treg Cells Reside in Secondary Lymphoid Organs and Are Programmed by the Transcription Factor BATF	Michael Delacher	2020.02	GSE130884	
4633	Human	stem-cell-derived Beta cells	"Ins, Pcp4, Ero1b"				Cell lines	LacZ and YAPS6A-overexpressing SC-b cells	Normal	31928884	4	Cell Metabolism	16.08	Heatmap of top 5 cluster markers of classified subpopulation of cells. Expression presented as z-score normalized values	"Identification of a LIF-Responsive, Replication-Competent Subpopulation of Human ¦Â Cells "	Edwin A Rosado-Olivieri	2020.02	GSE137961	
4634	Human	Enterochromaffin cells	Col5a2				Cell lines	LacZ and YAPS7A-overexpressing SC-b cells	Normal	31928884	4	Cell Metabolism	16.08	Heatmap of top 5 cluster markers of classified subpopulation of cells. Expression presented as z-score normalized values	"Identification of a LIF-Responsive, Replication-Competent Subpopulation of Human ¦Â Cells "	Edwin A Rosado-Olivieri	2020.02	GSE137961	
4635	Human	stem-cell-derived Alpha cells	"Sptssb, Spink1, Trr"				Cell lines	LacZ and YAPS8A-overexpressing SC-b cells	Normal	31928884	4	Cell Metabolism	16.08	Heatmap of top 5 cluster markers of classified subpopulation of cells. Expression presented as z-score normalized values	"Identification of a LIF-Responsive, Replication-Competent Subpopulation of Human ¦Â Cells "	Edwin A Rosado-Olivieri	2020.02	GSE137961	
4636	Human	Polyhormonal endocrine cells	"Clu, Trr, Vin"				Cell lines	LacZ and YAPS9A-overexpressing SC-b cells	Normal	31928884	4	Cell Metabolism	16.08	Heatmap of top 5 cluster markers of classified subpopulation of cells. Expression presented as z-score normalized values	"Identification of a LIF-Responsive, Replication-Competent Subpopulation of Human ¦Â Cells "	Edwin A Rosado-Olivieri	2020.02	GSE137961	
4637	Human	Germ cells	"UTF1, FGFR3, Sycp3, Prm3"				Tissues	Teste	Normal	31928944	6	Cell Stem Cell	13.19	"Clusters 1_3 are germ cells, with C1 representing spermatogonia (UTF1+, FGFR3+), C2 consisting of spermatocytes (SYCP3+), and C3 identifying post-meiotic spermatids (PRM3+). Clusters 4_8 correspond to a heterogenous mixture of Sertoli cells (C4; SOX9+), Leydig and myoid-like cells (C5; IGF1+ and/or ACTA2+), smooth muscle (C6; NOTCH3+), macrophages (C7 CD14+), and Endothelial cellss (C8; VWF+), respectively (see Figures S1D and S1E for additional markers)."	The Dynamic Transcriptional Cell Atlas of Testis Development during Human Puberty 	Jingtao Guo	2020.02	GSE134144	
4638	Human	Sertoli cells	SOX9				Tissues	Teste	Normal	31928944	6	Cell Stem Cell	13.19	"Clusters 1_3 are germ cells, with C1 representing spermatogonia (UTF1+, FGFR3+), C2 consisting of spermatocytes (SYCP3+), and C3 identifying post-meiotic spermatids (PRM3+). Clusters 4_8 correspond to a heterogenous mixture of Sertoli cells (C4; SOX9+), Leydig and myoid-like cells (C5; IGF1+ and/or ACTA2+), smooth muscle (C6; NOTCH3+), macrophages (C7 CD14+), and Endothelial cellss (C8; VWF+), respectively (see Figures S1D and S1E for additional markers)."	The Dynamic Transcriptional Cell Atlas of Testis Development during Human Puberty 	Jingtao Guo	2020.02	GSE134144	
4639	Human	Leydig and myoid-like cells	"IGF1, ACTA2"				Tissues	Teste	Normal	31928944	6	Cell Stem Cell	13.19	"Clusters 1_3 are germ cells, with C1 representing spermatogonia (UTF1+, FGFR3+), C2 consisting of spermatocytes (SYCP3+), and C3 identifying post-meiotic spermatids (PRM3+). Clusters 4_8 correspond to a heterogenous mixture of Sertoli cells (C4; SOX9+), Leydig and myoid-like cells (C5; IGF1+ and/or ACTA2+), smooth muscle (C6; NOTCH3+), macrophages (C7 CD14+), and Endothelial cellss (C8; VWF+), respectively (see Figures S1D and S1E for additional markers)."	The Dynamic Transcriptional Cell Atlas of Testis Development during Human Puberty 	Jingtao Guo	2020.02	GSE134144	
4640	Human	Smooth muscle cells (SMCs)	NOTCH3				Tissues	Teste	Normal	31928944	6	Cell Stem Cell	13.19	"Clusters 1_3 are germ cells, with C1 representing spermatogonia (UTF1+, FGFR3+), C2 consisting of spermatocytes (SYCP3+), and C3 identifying post-meiotic spermatids (PRM3+). Clusters 4_8 correspond to a heterogenous mixture of Sertoli cells (C4; SOX9+), Leydig and myoid-like cells (C5; IGF1+ and/or ACTA2+), smooth muscle (C6; NOTCH3+), macrophages (C7 CD14+), and Endothelial cellss (C8; VWF+), respectively (see Figures S1D and S1E for additional markers)."	The Dynamic Transcriptional Cell Atlas of Testis Development during Human Puberty 	Jingtao Guo	2020.02	GSE134144	
4641	Human	Macrophages	CD14				Tissues	Teste	Normal	31928944	6	Cell Stem Cell	13.19	"Clusters 1_3 are germ cells, with C1 representing spermatogonia (UTF1+, FGFR3+), C2 consisting of spermatocytes (SYCP3+), and C3 identifying post-meiotic spermatids (PRM3+). Clusters 4_8 correspond to a heterogenous mixture of Sertoli cells (C4; SOX9+), Leydig and myoid-like cells (C5; IGF1+ and/or ACTA2+), smooth muscle (C6; NOTCH3+), macrophages (C7 CD14+), and Endothelial cellss (C8; VWF+), respectively (see Figures S1D and S1E for additional markers)."	The Dynamic Transcriptional Cell Atlas of Testis Development during Human Puberty 	Jingtao Guo	2020.02	GSE134144	
4642	Human	Endothelial cells	VWF				Tissues	Teste	Normal	31928944	6	Cell Stem Cell	13.19	"Clusters 1_3 are germ cells, with C1 representing spermatogonia (UTF1+, FGFR3+), C2 consisting of spermatocytes (SYCP3+), and C3 identifying post-meiotic spermatids (PRM3+). Clusters 4_8 correspond to a heterogenous mixture of Sertoli cells (C4; SOX9+), Leydig and myoid-like cells (C5; IGF1+ and/or ACTA2+), smooth muscle (C6; NOTCH3+), macrophages (C7 CD14+), and Endothelial cellss (C8; VWF+), respectively (see Figures S1D and S1E for additional markers)."	The Dynamic Transcriptional Cell Atlas of Testis Development during Human Puberty 	Jingtao Guo	2020.02	GSE134144	
4653	Human	Invariant NKT cells (iNKT) 	CD31	CD19			Blood	PBMC	Hematopoietic stem cell transplantation	31935280	3	Blood	17.54	"BD Biosciences, San Jose, CA) using the following gates lymphocytes, single cells, live (aqua_), CD31CD19_, and iNKT1 (clone 6b11). &&One cluster was identified by CXCR4, another cluster was identified based onHLA-II, and the third cluster was identified by KLRD1, KLRB1, "	High-parametric evaluation of Human invariant natural killer T cells to delineate heterogeneity in allo- and autoimmunity.	Erkers T	2020.03	"PRJNA563899, PRJNA565590"	
4654	Human	Invariant NKT cells (iNKT) 	CD31	CD19			Blood	PBMC	Hematopoietic stem cell transplantation	31935280	3	Blood	17.54	"BD Biosciences, San Jose, CA) using the following gates lymphocytes, single cells, live (aqua_), CD31CD19_, and iNKT1 (clone 6b11). &&One cluster was identified by CXCR5, another cluster was identified based onHLA-II, and the third cluster was identified___"	High-parametric evaluation of Human invariant natural killer T cells to delineate heterogeneity in allo- and autoimmunity.	Erkers T	2020.03	"PRJNA563899, PRJNA565590"	
4655	Human	Invariant NKT cells (iNKT) 	CD31	CD19			Blood	PBMC	Hematopoietic stem cell transplantation	31935280	3	Blood	17.54	"BD Biosciences, San Jose, CA) using the following gates lymphocytes, single cells, live (aqua_), CD31CD19_, and iNKT1 (clone 6b11). &&One cluster was identified by CXCR6, another cluster was identified based onHLA-II, and the third cluster was identified___"	High-parametric evaluation of Human invariant natural killer T cells to delineate heterogeneity in allo- and autoimmunity.	Erkers T	2020.03	"PRJNA563899, PRJNA565590"	
4656	Human	class-switched T-bet+ B cells	CD11c				Tissues	Nasal Biopsies	Rhinovirus infection	31940481	4	Cell Rep	8.11	"Despite this knowledge, the signature of class-switched T-bet+ B cells reported in the literature varies depending on the markers analyzed across different studies; however, predominant expression of the IgG isotype, and expression of the myeloid marker CD11c, are notable features"	T-bet+ Memory B Cells Link to Local Cross-Reactive IgG upon Human Rhinovirus Infection.	Eccles JD	2020.01	"NCT02111772, NCT01669603 , NCT02910401"	
4657	Human	memory B cells	"CD21, CD27"				Tissues	Nasal Biopsies	Rhinovirus infection	31940481	4	Cell Rep	8.11	"By contrast, expression of memory B cell markers such as the B cell co-receptors CD21 and CD27, is not prominent"	T-bet+ Memory B Cells Link to Local Cross-Reactive IgG upon Human Rhinovirus Infection.	Eccles JD	2020.01	"NCT02111772, NCT01669603 , NCT02910401"	
