entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id
4404	Mouse	Enteroendocrine cells	Sst				Organoids	Intestinal organoids	Normal	31019299	6	Nature.	42.78	"Unsmoothed gene expression profile mapped on pseudotime trajectory of stem cell marker_lfm4._, Unsmoothed gene expression profiles mapped on pseudotime trajectory of cell-type specific genes. Paneth cell =_yz1, ISC =_gr5, Enterocyte =_poc3, Goblet cell =_uc2, Enteroendocrine cell =_st."	Self-organization and symmetry breaking in intestinal organoid development	Denise Serra	2019.5	GSE115956
4405	Mouse	Epithelial cells	"Epcam, Vil1, Krt20, Cldn7, Cdh1"				Organoids	Intestinal organoids	Normal	31019301	6	Nature.	42.78	Figure S2	Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell	Arshad Ayyaz	2019.5	GSE123516
4406	Mouse	Lymphocytes	"Cd3e, Cd3g"				Organoids	Intestinal organoids	Normal	31019301	6	Nature.	42.78	Figure S2	Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell	Arshad Ayyaz	2019.5	GSE123516
4407	Mouse	singly profiled stem cell(SSC2a)	"Stmn1, Hells, Tuba1b, Rrm2"				Organoids	Intestinal organoids	Normal	31019301	6	Nature.	42.78	Figure 3a	Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell	Arshad Ayyaz	2019.5	GSE123516
4408	Mouse	singly profiled stem cell(SSC2c)	"Clu, Anxa1, Basp1, Cxadr"				Organoids	Intestinal organoids	Normal	31019301	6	Nature.	42.78	Figure 3a	Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell	Arshad Ayyaz	2019.5	GSE123516
4409	Mouse	crypt-base columnar cells 	"Lgr5, Axin2, Ascl2"				Organoids	Intestinal organoids	Normal	31019301	6	Nature.	42.78	Figure 4a	Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell	Arshad Ayyaz	2019.5	GSE123516
4410	Mouse	Proliferating cells	"Cdk4, Mcm5, Mcm6, Mki67, Pcna"				Organoids	Intestinal organoids	Normal	31019301	6	Nature.	42.78	Figure 5a	Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell	Arshad Ayyaz	2019.5	GSE123516
4411	Mouse	Canonical mesenchymal progenitors	"Cd34, Pdgfra, Ly6a, Thy1"				Tissues	Subcutaneous inguinal WAT (iWAT)	Normal	31023895	7	Science.	41.85	"Canonical mesenchymal progenitor markers_d34, _dgfra, _y6a(Sca1), and_hy1(Cd90) were expressed predominantly in groups 1 to 3 (figs. S2 and S3). Group 1 cells (blue), which we named “interstitial progenitors, ” were marked by the expression of_pp4_encoding dipeptidyl peptidase_4 (DPP4)], _nt2, _mp7, and_i16_ut did not express adipocyte markers (Fig. 1B_nd figs. S2 and S3). Group 2 cells expressed_cam1_encoding intercellular adhesion molecule_1 (ICAM1)] and_lk1(Pref1), along with several adipocyte identity genes, including_parg, _abp4, and_d36, suggesting that these cells could be “committed preadipocytes” (Fig. 1B_nd figs. S2 and S3). Group 3 cells expressed_lec11a_nd_mo2, as well as tissue factor (F3/CD142), which is a marker of “adipogenesis-regulatory cells” (Aregs) that were recently reported to inhibit adipogenesis (24). A related cell cluster (group 4) was marked by_nt6_nd_frp5_xpression but did not show detectable expression of mesenchymal marker genes, such as_dgfra_r_hy1._roup 7 cells (yellow) were classified as “adipocytes” because of their high expression of mature adipocyte_specific genes (e.g., _dipoq, _lin1, _nd_ar3) and lack of expression of progenitor markers."	Identification of a mesenchymal progenitor cell hierarchy in adipose tissue	David Merrick	2019.4	GSE128889
4412	Mouse	Interstitial progenitors	"Dpp4, Wnt2, Bmp7, Pi16"				Tissues	Subcutaneous inguinal WAT (iWAT)	Normal	31023895	7	Science.	41.85	"Canonical mesenchymal progenitor markers_d34, _dgfra, _y6a(Sca1), and_hy1(Cd90) were expressed predominantly in groups 1 to 3 (figs. S2 and S3). Group 1 cells (blue), which we named “interstitial progenitors, ” were marked by the expression of_pp4_encoding dipeptidyl peptidase_4 (DPP4)], _nt2, _mp7, and_i16_ut did not express adipocyte markers (Fig. 1B_nd figs. S2 and S3). Group 2 cells expressed_cam1_encoding intercellular adhesion molecule_1 (ICAM1)] and_lk1(Pref1), along with several adipocyte identity genes, including_parg, _abp4, and_d36, suggesting that these cells could be “committed preadipocytes” (Fig. 1B_nd figs. S2 and S3). Group 3 cells expressed_lec11a_nd_mo2, as well as tissue factor (F3/CD142), which is a marker of “adipogenesis-regulatory cells” (Aregs) that were recently reported to inhibit adipogenesis (24). A related cell cluster (group 4) was marked by_nt6_nd_frp5_xpression but did not show detectable expression of mesenchymal marker genes, such as_dgfra_r_hy1._roup 7 cells (yellow) were classified as “adipocytes” because of their high expression of mature adipocyte_specific genes (e.g., _dipoq, _lin1, _nd_ar3) and lack of expression of progenitor markers."	Identification of a mesenchymal progenitor cell hierarchy in adipose tissue	David Merrick	2019.4	GSE128889
4413	Mouse	Committed preadipocytes	"Icam1, Dlk1, Pparg, Fabp4, Cd36"				Tissues	Subcutaneous inguinal WAT (iWAT)	Normal	31023895	7	Science.	41.85	"Canonical mesenchymal progenitor markers_d34, _dgfra, _y6a(Sca1), and_hy1(Cd90) were expressed predominantly in groups 1 to 3 (figs. S2 and S3). Group 1 cells (blue), which we named “interstitial progenitors, ” were marked by the expression of_pp4_encoding dipeptidyl peptidase_4 (DPP4)], _nt2, _mp7, and_i16_ut did not express adipocyte markers (Fig. 1B_nd figs. S2 and S3). Group 2 cells expressed_cam1_encoding intercellular adhesion molecule_1 (ICAM1)] and_lk1(Pref1), along with several adipocyte identity genes, including_parg, _abp4, and_d36, suggesting that these cells could be “committed preadipocytes” (Fig. 1B_nd figs. S2 and S3). Group 3 cells expressed_lec11a_nd_mo2, as well as tissue factor (F3/CD142), which is a marker of “adipogenesis-regulatory cells” (Aregs) that were recently reported to inhibit adipogenesis (24). A related cell cluster (group 4) was marked by_nt6_nd_frp5_xpression but did not show detectable expression of mesenchymal marker genes, such as_dgfra_r_hy1._roup 7 cells (yellow) were classified as “adipocytes” because of their high expression of mature adipocyte_specific genes (e.g., _dipoq, _lin1, _nd_ar3) and lack of expression of progenitor markers."	Identification of a mesenchymal progenitor cell hierarchy in adipose tissue	David Merrick	2019.4	GSE128889
4414	Mouse	Adipocytes	"dipoq, Plin1, Car3"				Tissues	Subcutaneous inguinal WAT (iWAT)	Normal	31023895	7	Science.	41.85	"Canonical mesenchymal progenitor markers_d34, _dgfra, _y6a(Sca1), and_hy1(Cd90) were expressed predominantly in groups 1 to 3 (figs. S2 and S3). Group 1 cells (blue), which we named “interstitial progenitors, ” were marked by the expression of_pp4_encoding dipeptidyl peptidase_4 (DPP4)], _nt2, _mp7, and_i16_ut did not express adipocyte markers (Fig. 1B_nd figs. S2 and S3). Group 2 cells expressed_cam1_encoding intercellular adhesion molecule_1 (ICAM1)] and_lk1(Pref1), along with several adipocyte identity genes, including_parg, _abp4, and_d36, suggesting that these cells could be “committed preadipocytes” (Fig. 1B_nd figs. S2 and S3). Group 3 cells expressed_lec11a_nd_mo2, as well as tissue factor (F3/CD142), which is a marker of “adipogenesis-regulatory cells” (Aregs) that were recently reported to inhibit adipogenesis (24). A related cell cluster (group 4) was marked by_nt6_nd_frp5_xpression but did not show detectable expression of mesenchymal marker genes, such as_dgfra_r_hy1._roup 7 cells (yellow) were classified as “adipocytes” because of their high expression of mature adipocyte_specific genes (e.g., _dipoq, _lin1, _nd_ar3) and lack of expression of progenitor markers."	Identification of a mesenchymal progenitor cell hierarchy in adipose tissue	David Merrick	2019.4	GSE128889
4426	Mouse	Somatotropes	Gh				Blood	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4427	Mouse	Lactotropes	Prl				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4428	Mouse	Melanotropes	"POMC, Pax7"				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4429	Mouse	Corticotropes	POMC				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4430	Mouse	Stem cells	Sox2				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4431	Mouse	Gonadotropes	Lhb				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4432	Mouse	Endothelial cells	Plvap				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4433	Mouse	Macrophages	C1qa				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4434	Mouse	Posterior lobe	Nkx2.1				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4435	Mouse	Pericytes	Dcn				Organoids	Pituitary	Normal	31444346	10	Nat Commun.	12.12	Figure 1A	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	Alexandre Mayran	2019.8	GSE125671
4458	Mouse	Roof plate like stem cells	"Lmx1a, Msx1, Bmp7"				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4459	Mouse	Mesenchymal stem cells	Prrx2				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4460	Mouse	Neural stem cells	Nes				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4461	Mouse	Stem progenitors (Brain)	Olig3				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4462	Mouse	Post mitotic NTZ neurons	"Lhx2, Lhx9"				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4463	Mouse	Unipolar brush cells (UBC)	Eomes				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4464	Mouse	differentiating Purkinje cells	Rora				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4465	Mouse	Purkinje cells	Calb1				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4466	Mouse	VZ progenitors	Ptf1a				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4467	Mouse	GABA interneurons	Pax2				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4468	Mouse	Gliogenic progenitors	Fabp7				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4469	Mouse	Astrocytes/Bergmann glial precursors	Aldh1l1				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4470	Mouse	Astrocytes/Bergmann glial cells	Gdf10				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4471	Mouse	Oligodendrocyte precursors	"Olig1, Pdgfra"				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4472	Mouse	Myelinating oligodendrocytes	Mobp				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4473	Mouse	Endothelial cells	Cldn5				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4474	Mouse	Red blood cells	Hbb-bs				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4475	Mouse	Meningeal cells	Cxcl12				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4476	Mouse	Pericytes 	Rgs5				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4477	Mouse	Microglia cells	Alf1				Tissues	Mouse developing cerebellum	Cerebellar tumours	31043743	40	Nature	42.78	Extended Data Fig. 1	Childhood cerebellar tumours mirror conserved fetal transcriptional programs	Maria C. Vladoiu	2019.5	GSE118068
4478	Mouse	Stem cells	"Sox2, Prop1"					Pituitary glands	Pituitary developmental disorders	31913463	8	Endocrinology	3.93	"Expression of the stem cell markers Sox2 and Prop1, as well as cellcycle progression markers Ccne1 and Cdkn1c, are elevated at e15.5 by qPCR"	PROP1-Dependent Retinoic Acid Signaling Regulates Developmental Pituitary Morphogenesis and Hormone Expression	Leonard YM Cheung	2020.1	GSE142074
4479	Mouse	Cell cycling cells 	"Ccne1, Cdkn1c"					Pituitary glands	Pituitary developmental disorders	31913463	8	Endocrinology	3.93	"Expression of the stem cell markers Sox2 and Prop1, as well as cellcycle progression markers Ccne1 and Cdkn1c, are elevated at e15.5 by qPCR"	PROP1-Dependent Retinoic Acid Signaling Regulates Developmental Pituitary Morphogenesis and Hormone Expression	Leonard YM Cheung	2020.1	GSE142074
4480	Mouse	Thyrotropes	"Cga, Gata2, Pou1f1"					Pituitary glands	Pituitary developmental disorders	31913463	8	Endocrinology	3.93	"whereas other thyrotrope markers such as Cga, Gata2, and Pou1f1 are not significantly altered"	PROP1-Dependent Retinoic Acid Signaling Regulates Developmental Pituitary Morphogenesis and Hormone Expression	Leonard YM Cheung	2020.1	GSE142074
4481	Mouse	Melanotrope/corticotrope	Pomc					Pituitary glands	Pituitary developmental disorders	31913463	8	Endocrinology	3.93	Expression of the melanotrope/corticotrope marker Pomc is also reduced	PROP1-Dependent Retinoic Acid Signaling Regulates Developmental Pituitary Morphogenesis and Hormone Expression	Leonard YM Cheung	2020.1	GSE142074
4482	Mouse	Mesenchymal cells					Tissues	Liver		31722201	10	Cell Reports	8.11	"Figure 1 /Figure 3 / Table S1. Marker and Zonation Genes, Related to Figures 1, 2, 3, 4, and 5. This table provides the list of marker genes specific to each of the identified clusters in the homeostatic murine hepatic mesenchyme dataset (Figure 1B), the homeostatic murine hepatic mesenchyme SmartSeq2 dataset (Figure S3A), and the homeostatic and fibrotic murine hepatic mesenchyme dataset (Figure 3A). It also provides the list of genes used as zonation signatures for analysis (Figures 2A, 4A, and S8F)."	Single-Cell Transcriptomics Uncovers Zonation of Function in the Mesenchyme during Liver Fibrosis	Ross Dobie	2019.11	
4483	Mouse	Mesenchymal cells					Tissues	Liver		31722201	10	Cell Reports	8.11	"Figure 1  / FIgure 3 / We identified Adamtsl2 and Ngfr as the best candidate markers. Using a combination of a highly sensitive modified in situ RNA hybridization procedure (RNAscope) and immunofluorescence staining, we confirmed Adamtsl2 and NGFR to be mesenchymal markers each labeling a subpopulation of HSCs (Figure S4A). /Table S1. Marker and Zonation Genes, Related to Figures 1, 2, 3, 4, and 5. This table provides the list of marker genes specific to each of the identified clusters in the homeostatic murine hepatic mesenchyme dataset (Figure 1B), the homeostatic murine hepatic mesenchyme SmartSeq2 dataset (Figure S3A), and the homeostatic and fibrotic murine hepatic mesenchyme dataset (Figure 3A). It also provides the list of genes used as zonation signatures for analysis (Figures 2A, 4A, and S8F). "	Single-Cell Transcriptomics Uncovers Zonation of Function in the Mesenchyme during Liver Fibrosis	Ross Dobie	2019.11	
4484	Mouse	Mesenchymal cells					Tissues	Liver		31722201	10	Cell Reports	8.11	"Figure 1 / Figure 3 /Table S1. Marker and Zonation Genes, Related to Figures 1, 2, 3, 4, and 5. This table provides the list of marker genes specific to each of the identified clusters in the homeostatic murine hepatic mesenchyme dataset (Figure 1B), the homeostatic murine hepatic mesenchyme SmartSeq2 dataset (Figure S3A), and the homeostatic and fibrotic murine hepatic mesenchyme dataset (Figure 3A). It also provides the list of genes used as zonation signatures for analysis (Figures 2A, 4A, and S8F)."	Single-Cell Transcriptomics Uncovers Zonation of Function in the Mesenchyme during Liver Fibrosis	Ross Dobie	2019.11	
4485	Mouse	Hepatic stellate cells (HSCs)					Tissues	Liver		31722201	10	Cell Reports	8.11	"This allowed us to annotate these two HSC subpopulations as NGFR hi portal vein-associated HSCs (PaHSCs) and Adamtsl2 hi central vein-associated HSCs (CaHSCs) / Table S1. Marker and Zonation Genes, Related to Figures 1, 2, 3, 4, and 5. This table provides the list of marker genes specific to each of the identified clusters in the homeostatic murine hepatic mesenchyme dataset (Figure 1B), the homeostatic murine hepatic mesenchyme SmartSeq2 dataset (Figure S3A), and the homeostatic and fibrotic murine hepatic mesenchyme dataset (Figure 3A). It also provides the list of genes used as zonation signatures for analysis (Figures 2A, 4A, and S8F)."	Single-Cell Transcriptomics Uncovers Zonation of Function in the Mesenchyme during Liver Fibrosis	Ross Dobie	2019.11	
4486	Mouse	Hepatic stellate cells (HSCs)					Tissues	Liver		31722201	10	Cell Reports	8.11	"This allowed us to annotate these two HSC subpopulations as NGFR hi portal vein-associated HSCs (PaHSCs) and Adamtsl2 hi central vein-associated HSCs (CaHSCs) /Table S1. Marker and Zonation Genes, Related to Figures 1, 2, 3, 4, and 5. This table provides the list of marker genes specific to each of the identified clusters in the homeostatic murine hepatic mesenchyme dataset (Figure 1B), the homeostatic murine hepatic mesenchyme SmartSeq2 dataset (Figure S3A), and the homeostatic and fibrotic murine hepatic mesenchyme dataset (Figure 3A). It also provides the list of genes used as zonation signatures for analysis (Figures 2A, 4A, and S8F)."	Single-Cell Transcriptomics Uncovers Zonation of Function in the Mesenchyme during Liver Fibrosis	Ross Dobie	2019.11	
4487	Mouse	Adipocytes	"1700112E06Rik, 4732471J01Rik, 4930402H24Rik, 4930556N13Rik, 4931406C07Rik, 4933406I18Rik, Aacs, Abcd3, Acaca, Acacb, Acadl, Acly, Aco2, Acox1, Acsl1, Acss2, Acss3, Acvr1c, Adam12, Adamts12, Adipoq, Adipor2, Adra1a, Adrb3, Agmo, Agpat2, Ahcyl2, Akap1, Aldh6a1, Angpt1, Angptl4, Ankef1, Ankhd1, Aox1, Ap3s1, Aplp2, Arhgap24, Arhgap29, Arhgap32, Arhgap5, Arl4a, Art3, Atp1a2, Atxn2, B3galt2, Bcas3, Bckdhb, Bcl6, Cadps2, Car3, Cav1, Cblb, Ccnl2, Cd27, Cd36, Cdip1, Cdk12, Cdo1, Cebpa, Ces1d, Cfd, Chchd3, Chp1, Chpt1, Cidea, Cidec, Clec2d, Clock, Clpx, Clybl, Cs, Ctcflos, Ctdspl, Cyb5b, Dapk1, Dbi, Dcaf6, Ddhd2, Ddx17, Deptor, Dgat1, Dgat2, Dgkd, Dlat, Dock9, Dpyd, Ebf1, Ebf2, Echdc1, Efna5, Eif4g1, Elovl6, Epb41l2, Erbb4, Esr1, Etfa, Fabp4, Fah, Fam126b, Fam13a, Fam214a, Fam73b, Fasn, Fgf14, Fhit, Fry, G0s2, Gbe1, Ggnbp2, Ghr, Gm20532, Gm26917, Gm3289, Gm42418, Golgb1, Gpd1, Gphn, Grina, Gulp1, Gys1, Hacd2, Hectd1, Hibch, Hipk2, Hk2, Hnrnpdl, Hp, Hsd17b12, Ifi27, Ifi27l2a, Ifrd1, Igf1, Il15ra, Immp2l, Insig1, Insr, Irs1, Kif1b, Lama4, Larp1b, Lipe, Lonp2, Lpar6, Lpin1, Lpl, Lrch3, Lrig2, Luc7l2, Mad1l1, Marf1, Mbtd1, Me1, Mgll, Mgst1, Mical3, Mlxipl, Mmd, Mpc1, Mpc2, Mpp7, Mrap, Mtch2, Mtus1, Myl1, Ncor1, Ndufb3, Neat1, Nedd4, Nedd4l, Negr1, Nfia, Nkain2, Nrg4, Nrip1, Nsd1, Ntrk2, Ntrk3, Nudt13, Ophn1, Osbpl11, Palmd, Park2, Pcca, Pck1, Pcx, Pde3b, Pdzd2, Pex13, Pfkfb1, Pfkfb3, Phka2, Phkb, Pik3r1, Pim1, Plcb1, Plin1, Plin2, Plin4, Pnpla3, Pon3, Por, Ppara, Pparg, Ppargc1b, Ppp1r9a, Ppp2r4, Ppp2r5a, Prkag2, Prkar2b, Prkd1, Ptpn4, Ptprd, Pygl, Ralgapa2, Rbm25, Rbm47, Rbm5, Rere, Rfx7, Rgcc, Rgs7, RP24-127M20.8, Rps6kb1, Rsrp1, Scd1, Sgcd, Sh3kbp1, Sh3pxd2a, Sik2, Slc1a3, Slc1a5, Slc22a23, Slc24a3, Slc25a51, Slc27a1, Slc36a2, Slc4a4, Smoc1, Snhg20, Snrk, Sntb1, Sorbs1, Sox5, Sox5os4, Sox6, Spag5, Srrm2, Stim1, Supt3, Sycp3, Taldo1, Tbc1d4, Tcf20, Tcf7l2, Tenm4, Thrb, Thrsp, Tkt, Tmem120b, Tmem135, Tmem45b, Tnfaip8, Tns1, Tob1, Trps1, Tshr, Tspan12, Tspan18, Txlng, Txnip, Ube2h, Ubr3, Uck1, Utrn, Uty, Vegfa, Vgll4, Vwa8, Wwox, Zfand6, Zfp207, Zkscan3, Zscan26"				Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4488	Mouse	Cardiomyocytes					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4489	Mouse	Cardiomyocytes					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4490	Mouse	Cardiomyocytes					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4491	Mouse	Endothelial cells					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4492	Mouse	Endothelial cells					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
4493	Mouse	Endothelial cells					Tissues	Heart		31723062	34	JCI Insight	6.21	"Using t-distributed stochastic neighbor embedding (tSNE) (10), global dimension reduction was constructed from all samples to visualize clusters that were defined by cell-specific gene markers (Figure 1A and Supplemental Table 2). / To identify specific markers for each cluster and consequently annotate them with the respective heart cell type, we applied Seurat “FindAllMarkers” function using the AUCbased scoring classifier with default parameters. We used the default Wilcoxon’s rank-sum test for the specific cell type analysis."	Transcriptional heterogeneity of fibroblasts is a hallmark of the aging heart	Ramon Vidal	2019.11	
